INPUT:image	INPUT:label	INPUT:task-id	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:worker_id
http://sdcimages.s3.yandex.net/nirvana/f3cd7a69-bdeb-4433-b12a-2a649feb3fb3	pedestrian	10	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/80cdf38d-c76a-45fb-84c6-374611a3901b	no_stop	105	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/3cc9ea87-5cf9-467d-8f59-d6e269d27e76	bus_stop	86	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/72636be8-ecd1-450a-b72d-2d787361196c	no_stop	122	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/9e9ec50a-92f5-4b2f-898f-b06effac2484	pedestrian	28	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/eb8f3b1b-30f6-4ee4-ae27-1d3e6050c0fc	pedestrian	30	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/d9cb090f-aebc-470c-9e34-f82b7b398ee3	give_way	208	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/37cea848-7cc0-4e93-bdf1-1d2a525f1304	bus_stop	92	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/973772aa-8a65-4328-9818-e2c968929886	bus_stop	99	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/25d8b67e-3876-45e6-aad9-cf2724e25071	bus_stop	72	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/e87c6ee8-bcf8-4757-8507-76b731058011	no_stop	120	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/1a0ce484-103a-4242-8e77-b489f339ffe7	give_way	250	no	no			898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/1c69ab91-ce35-4453-9e30-1d85dbe0e10e	no_stop	117	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/973772aa-8a65-4328-9818-e2c968929886	bus_stop	99	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/8fe4c040-13d7-41c4-9b18-aed1b1624fd9	give_way	227	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/d7d16333-e2c3-4d3d-a911-cbf1b01e9f12	give_way	207	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/f48b0799-5939-4ddd-8137-0ce8538d1c4b	no_stop	129	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/2e1a7fe5-1ef5-4285-960c-265868c40031	give_way	206	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/f3cd7a69-bdeb-4433-b12a-2a649feb3fb3	pedestrian	10	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/37cea848-7cc0-4e93-bdf1-1d2a525f1304	bus_stop	92	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/71bf4681-6a69-40b0-886e-c2590ea2c958	main_road	165	main_road				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/f1917f06-1c23-48a7-8433-79651b5bd708	bus_stop	57	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/5701a5a7-7cb9-432c-a9b8-ac712440a22a	pedestrian	45	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/eccbddf3-7845-4023-9c36-cb26247e8b7c	main_road	187	main_road				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/1231c7a1-5bf1-4b66-a84c-afa08a6478fc	give_way	228	no				898389c66904f8791f399dddaeaa6153
http://sdcimages.s3.yandex.net/nirvana/ee88b36a-916f-492f-ac71-3fe01d210659	no_stop	125	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/912c3a9b-2948-41a2-8cc2-3bad155316f7	bus_stop	77	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/0a2ee59e-b0dd-41ad-a24d-828ea9530062	give_way	215	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/060b59c6-efc3-4143-97f3-c0e8912449f2	bus_stop	61	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/bf780857-ee17-4de2-84cc-58b878523a35	pedestrian	24	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/d2dc9b8b-6603-448b-9057-64de06ac39f0	main_road	157	main_road				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/c7eadf85-df9c-4feb-9df3-4a2671653a18	give_way	222	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/1176a5ed-d776-46bc-968a-27bf77e5ff35	pedestrian	37	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/f349861d-e2b7-477c-ba0c-9ce4b2d2c6b8	main_road	191	main_road				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/a7f2827e-b2cf-4153-911b-2348bad984d9	no_stop	150	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/4f14cdfb-2698-4f0d-a99f-2560681fbc88	give_way	246	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/18db6749-6058-4db4-bd44-94b87974d5f5	no_stop	108	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/e3cd372f-c65c-4cbc-83df-8f2244105cdf	bus_stop	76	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/b5f61328-e05e-424c-a4c9-184c48b77c58	main_road	152	main_road	main_road			fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/b180aeee-115e-4963-9f71-073cc30a6e02	bus_stop	78	no				fc478b0a88541f8f77677bc6d8c939d0
http://sdcimages.s3.yandex.net/nirvana/2e1a7fe5-1ef5-4285-960c-265868c40031	give_way	206	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/f3cd7a69-bdeb-4433-b12a-2a649feb3fb3	pedestrian	10	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/d24b63f0-dd08-4f00-9367-d3d0113ecd3c	main_road	178	main_road				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/b5f61328-e05e-424c-a4c9-184c48b77c58	main_road	152	main_road	main_road			ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/d727e912-3593-4f6e-9241-3cf1f034570f	bus_stop	68	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/25d8b67e-3876-45e6-aad9-cf2724e25071	bus_stop	72	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/d3d9309e-b006-40f3-8191-59805fc44ca2	main_road	168	main_road				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/57539f46-009f-4e32-a07b-c0b7d4f0b733	main_road	159	main_road				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/eb8f3b1b-30f6-4ee4-ae27-1d3e6050c0fc	pedestrian	30	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/b5885454-b7ae-4621-bb2c-328c506615c2	pedestrian	43	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/ee88b36a-916f-492f-ac71-3fe01d210659	no_stop	125	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/a110f8ad-038a-4137-8afc-52c507025a3c	give_way	223	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/1c69ab91-ce35-4453-9e30-1d85dbe0e10e	no_stop	117	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/8fe4c040-13d7-41c4-9b18-aed1b1624fd9	give_way	227	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/dfd0b5e4-10e1-4a63-8c6f-aebdee7f8650	bus_stop	60	no				ae9e042fd2d018265e4d4959a1e2945e
http://sdcimages.s3.yandex.net/nirvana/08f81912-3c7a-4a81-987b-3f47c306f824	give_way	210	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/78be0a7a-dd50-4f86-adce-a315d9681c0f	bus_stop	70	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/d2dc9b8b-6603-448b-9057-64de06ac39f0	main_road	157	main_road				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/37cea848-7cc0-4e93-bdf1-1d2a525f1304	bus_stop	92	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/1231c7a1-5bf1-4b66-a84c-afa08a6478fc	give_way	228	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/912c3a9b-2948-41a2-8cc2-3bad155316f7	bus_stop	77	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/e673fda7-b174-4c22-b395-faae545fdcfd	bus_stop	79	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/f1917f06-1c23-48a7-8433-79651b5bd708	bus_stop	57	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/1bbe7da7-42e1-48aa-a003-2b0856c9656c	pedestrian	31	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/1c22d0ac-677f-4371-b9ac-5644dd44c6af	no_stop	135	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/7a6b1bbb-59b9-486e-8e7c-70e47e2c9ed5	bus_stop	52	no	no			77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/4f14cdfb-2698-4f0d-a99f-2560681fbc88	give_way	246	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/d9cb090f-aebc-470c-9e34-f82b7b398ee3	give_way	208	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/3cc9ea87-5cf9-467d-8f59-d6e269d27e76	bus_stop	86	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/e87c6ee8-bcf8-4757-8507-76b731058011	no_stop	120	no				77d5f4cc25c6c8ee9df2a2197eec5a64
http://sdcimages.s3.yandex.net/nirvana/4733ec85-fbc4-4047-a47b-fce2a34985f5	pedestrian	8	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/18db6749-6058-4db4-bd44-94b87974d5f5	no_stop	108	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/ec2c7550-2fa4-42fc-9872-bd640d63b0d0	give_way	214	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/05150899-8508-4bc4-8b8b-0b9ab70d9e85	give_way	234	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/9e9ec50a-92f5-4b2f-898f-b06effac2484	pedestrian	28	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/a5d42c25-b00f-4443-a135-7f2cef77cb4e	no_stop	106	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/c7eadf85-df9c-4feb-9df3-4a2671653a18	give_way	222	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/43745a76-bb7c-49d1-809f-f53cb4aeb320	main_road	197	main_road				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/5501b88e-c3e5-49d2-8e1c-d4868dc092df	pedestrian	47	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/c1911eba-4b86-483b-9f9a-2f82246257b5	no_stop	112	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/24e81626-cd07-4bf1-a531-433a58e0e763	give_way	226	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/d7d16333-e2c3-4d3d-a911-cbf1b01e9f12	give_way	207	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/97ac440b-666c-4d62-84eb-5e30cb50f37f	pedestrian	42	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/b5f61328-e05e-424c-a4c9-184c48b77c58	main_road	152	main_road	main_road			284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/7726976d-40b8-4f9c-88f3-7add9e9e3e7c	bus_stop	97	no				284099af39be0b0a501dc316834d0aa8
http://sdcimages.s3.yandex.net/nirvana/161496e9-6a03-44b7-8dd2-7c0f77d9d548	no_stop	116	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/93b6a803-c0e2-4de6-a472-38396cbd1da9	pedestrian	13	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/de9a0324-af8f-41f8-8341-9897b61c84bb	no_stop	149	no	no			8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/80cdf38d-c76a-45fb-84c6-374611a3901b	no_stop	105	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/1c962d75-1d6f-4fb4-b54e-e513d8f4e0e1	pedestrian	23	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/dfd0b5e4-10e1-4a63-8c6f-aebdee7f8650	bus_stop	60	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/32226e6b-de2e-46b7-86b1-4f0e00f3f034	give_way	202	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/8c350f82-c816-454a-92f2-ac455792dc16	main_road	190	main_road				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/72636be8-ecd1-450a-b72d-2d787361196c	no_stop	122	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/bf780857-ee17-4de2-84cc-58b878523a35	pedestrian	24	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/f48b0799-5939-4ddd-8137-0ce8538d1c4b	no_stop	129	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/3e040dd3-6173-4385-ae6d-961a485a6b3d	bus_stop	94	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/8cdadea8-a047-40d2-aa33-cf1a1de465d1	give_way	245	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/2e1a7fe5-1ef5-4285-960c-265868c40031	give_way	206	no				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/eccbddf3-7845-4023-9c36-cb26247e8b7c	main_road	187	main_road				8e9647338ccd9c0917bfe03dd4119f2b
http://sdcimages.s3.yandex.net/nirvana/0ec4901d-0e9a-4767-9bd2-849d8c839745	no_stop	148	no	no			04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/d9cb090f-aebc-470c-9e34-f82b7b398ee3	give_way	208	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/e87c6ee8-bcf8-4757-8507-76b731058011	no_stop	120	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/9ad4a0ec-0792-49ca-82bb-20a5daf3cc5f	main_road	170	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/d2dc9b8b-6603-448b-9057-64de06ac39f0	main_road	157	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/f349861d-e2b7-477c-ba0c-9ce4b2d2c6b8	main_road	191	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/edd39111-f951-465c-b5d9-8b005af07908	main_road	194	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/5701a5a7-7cb9-432c-a9b8-ac712440a22a	pedestrian	45	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/3389d395-bf1b-46a1-b72a-2953b233c58b	bus_stop	100	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/71bf4681-6a69-40b0-886e-c2590ea2c958	main_road	165	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/1c22d0ac-677f-4371-b9ac-5644dd44c6af	no_stop	135	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/1bbe7da7-42e1-48aa-a003-2b0856c9656c	pedestrian	31	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/912c3a9b-2948-41a2-8cc2-3bad155316f7	bus_stop	77	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/eb8f3b1b-30f6-4ee4-ae27-1d3e6050c0fc	pedestrian	30	no				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/d3d9309e-b006-40f3-8191-59805fc44ca2	main_road	168	main_road				04fcb9c127601ab77c893e72d6b320b0
http://sdcimages.s3.yandex.net/nirvana/991efacb-457f-4a47-9ad9-88de1a0c4d8d	give_way	221	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/0a2ee59e-b0dd-41ad-a24d-828ea9530062	give_way	215	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/32226e6b-de2e-46b7-86b1-4f0e00f3f034	give_way	202	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/8cdadea8-a047-40d2-aa33-cf1a1de465d1	give_way	245	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/8c350f82-c816-454a-92f2-ac455792dc16	main_road	190	main_road				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/8fe4c040-13d7-41c4-9b18-aed1b1624fd9	give_way	227	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/3e040dd3-6173-4385-ae6d-961a485a6b3d	bus_stop	94	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/31e2681b-3036-411d-b15e-46faf4eb02f7	pedestrian	5	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/d7d16333-e2c3-4d3d-a911-cbf1b01e9f12	give_way	207	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/25d8b67e-3876-45e6-aad9-cf2724e25071	bus_stop	72	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/18db6749-6058-4db4-bd44-94b87974d5f5	no_stop	108	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/b5f61328-e05e-424c-a4c9-184c48b77c58	main_road	152	main_road	main_road			3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/1c962d75-1d6f-4fb4-b54e-e513d8f4e0e1	pedestrian	23	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/05150899-8508-4bc4-8b8b-0b9ab70d9e85	give_way	234	no				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/43745a76-bb7c-49d1-809f-f53cb4aeb320	main_road	197	main_road				3cebd0065c19a0bbfde44e4a8f5e0f7c
http://sdcimages.s3.yandex.net/nirvana/c1911eba-4b86-483b-9f9a-2f82246257b5	no_stop	112	no				1e6957e44711a1d61a5885ffebcefbe2
http://sdcimages.s3.yandex.net/nirvana/ec2c7550-2fa4-42fc-9872-bd640d63b0d0	give_way	214	no				1e6957e44711a1d61a5885ffebcefbe2
http://sdcimages.s3.yandex.net/nirvana/d7a82920-064a-4743-93f8-adce0b13c927	bus_stop	53	no				1e6957e44711a1d61a5885ffebcefbe2
http://sdcimages.s3.yandex.net/nirvana/bf780857-ee17-4de2-84cc-58b878523a35	pedestrian	24	no				1e6957e44711a1d61a5885ffebcefbe2
http://sdcimages.s3.yandex.net/nirvana/7726976d-40b8-4f9c-88f3-7add9e9e3e7c	bus_stop	97	no				1e6957e44711a1d61a5885ffebcefbe2
