INPUT:name_pair_1	INPUT:name_pair_2	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281edb7ab57ee0e5024e77f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625f6a1b14a21c29d1898457.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630335ef328f1b56e9fb38d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289015b7d8c7d6a24c8f6d5.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63b4cb536d292a505a99e43e.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636197c9cce99b58b4f91dc4.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c2b756a3c61254ea64339f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c16509e42ae12f7b5a77b4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c58803bcb5ef76709d1684.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6306278b70ee0807ed73352d.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--629479dc56b7cb048e04a3c5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62965a08df858e094c8a1074.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62df07061ed5540e425b6b0f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6228cc048900d230dbdc0ff8.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6225e2368900d230dbc3d313.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627564fd0592c37ff30d2a8a.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--632906f4b317545b7857560f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289e109559b29146eeab3b4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c0add921d0c42d3d540d8.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63072ee6dd4a291311ab4f02.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63478e1ad06b6e1815ca9bd3.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6364774b220e7f3ac207337f.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d68124fcfcb563d30afd37.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d6c9e0c4dc0a5aa0de5582.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62208575dad63543fe288c2f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c2ec8ec2d9aa6750c46386.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622dd56fec22573434cf53d0.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6229e25ceefaa33c9daa9b5b.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c0e58951066011ba09a3a4.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a459ede97c0a686539667f.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328d2a4c0fada34d75749e7.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c5df1adf2c5c08eefd29c5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622e00c802b71a7b8480279b.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62245c97a9ea9b57cc80cc1d.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c3be9f2669a64660e45b5d.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626008fca65aac089518c029.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6349613eac31fe0e48f274df.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6249d7aa6734993a1f10f031.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c0add921d0c42d3d540d8.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63072ee6dd4a291311ab4f02.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622227d6a91ed96f8b1418ea.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622089b647557b67fe5690ca.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe79baba48327bd21c8285.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ff60d89720a1141b1cec9c.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c2b756a3c61254ea64339f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c16509e42ae12f7b5a77b4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c7e74aa2c5ae6b6e2bb481.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c0add921d0c42d3d540d8.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63b4cb536d292a505a99e43e.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636197c9cce99b58b4f91dc4.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62430786370fc7291ae956da.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6309f9080fd07a62734e0d47.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6275464011f4660b75767895.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289ee3c4849b9176d42595c.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63823e1d8916f97efd02a185.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62812d14e35a4e462fe5a5e2.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--629479dc56b7cb048e04a3c5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62965a08df858e094c8a1074.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe192e77ba4c2da76f7b64.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63079c16ff8f302e2d74b5cf.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622dd56fec22573434cf53d0.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6229e25ceefaa33c9daa9b5b.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623983ee353a541f51fc6c76.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6368c645351d406056cabb56.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626689a2d21d145099787f99.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63011335328f1b56e9ed13d3.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630335ef328f1b56e9fb38d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289015b7d8c7d6a24c8f6d5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6221c70607d635144a5fc6eb.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224ec54f2f0126f42d5a378.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6275464011f4660b75767895.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289ee3c4849b9176d42595c.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6225e2368900d230dbc3d313.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627564fd0592c37ff30d2a8a.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c2b756a3c61254ea64339f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c16509e42ae12f7b5a77b4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c0e58951066011ba09a3a4.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a459ede97c0a686539667f.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328d2a4c0fada34d75749e7.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c5df1adf2c5c08eefd29c5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d68124fcfcb563d30afd37.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d6c9e0c4dc0a5aa0de5582.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63445e4fd3a6615e999c40ec.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63085a2230074c22ff94ccb8.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c43d773f1f0d17b4b19ff3.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c2e1c20526486e31a8f926.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622227d6a91ed96f8b1418ea.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622089b647557b67fe5690ca.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6244bc43c4421211278e72e1.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6242ce1a3442794d752a0cb5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63089f3430074c22ff971124.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62da5c79186cd10a2b198503.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c0add921d0c42d3d540d8.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63072ee6dd4a291311ab4f02.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6265d4313754e05cb694e3f5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6268b7ca9b5aaa24b869502b.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c1c0365ff524ae88721a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c45cff79a865e3126914.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289143ac6653919697781bc.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289158f8ecec626c1c66fe3.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62430786370fc7291ae956da.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6309f9080fd07a62734e0d47.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6275464011f4660b75767895.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289ee3c4849b9176d42595c.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe192e77ba4c2da76f7b64.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63079c16ff8f302e2d74b5cf.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6221c70607d635144a5fc6eb.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224ec54f2f0126f42d5a378.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--621f74a85af9d379642ce38f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63015d9daa85cb11ddf0b736.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281edb7ab57ee0e5024e77f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625f6a1b14a21c29d1898457.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62661962458b3c3dc1df3466.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6221bb1795f0832815c207f4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c43d773f1f0d17b4b19ff3.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c2e1c20526486e31a8f926.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c2b756a3c61254ea64339f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c16509e42ae12f7b5a77b4.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--623a032a5b4faa2933d7e9d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949ec5631aea48127832fb.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63478e1ad06b6e1815ca9bd3.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6364774b220e7f3ac207337f.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c3be9f2669a64660e45b5d.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626008fca65aac089518c029.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626689a2d21d145099787f99.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63011335328f1b56e9ed13d3.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63823e1d8916f97efd02a185.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62812d14e35a4e462fe5a5e2.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6244bc43c4421211278e72e1.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6242ce1a3442794d752a0cb5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289143ac6653919697781bc.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289158f8ecec626c1c66fe3.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6309fc19c459f02a1a0ad784.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6288c5d975a5cf63cd0884b0.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62208575dad63543fe288c2f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c2ec8ec2d9aa6750c46386.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c7e74aa2c5ae6b6e2bb481.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c0add921d0c42d3d540d8.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c0e58951066011ba09a3a4.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a459ede97c0a686539667f.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe192e77ba4c2da76f7b64.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63079c16ff8f302e2d74b5cf.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a4434e9e2a8e66fc7db78f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6220aff6dd8ac76b4c892342.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63621dc5cce99b58b4fe5c56.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6376114bb58f5e17ab4dfc71.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6344ab93680ee42bb274a2ca.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ff8aac77ba4c2da7821092.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6265d4313754e05cb694e3f5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6268b7ca9b5aaa24b869502b.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63445e4fd3a6615e999c40ec.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63085a2230074c22ff94ccb8.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6221c70607d635144a5fc6eb.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224ec54f2f0126f42d5a378.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63497bbb11050d3b3d8547da.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63497fa38b8c8b093415d9f2.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c1c0365ff524ae88721a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c45cff79a865e3126914.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281edb7ab57ee0e5024e77f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625f6a1b14a21c29d1898457.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--632906f4b317545b7857560f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289e109559b29146eeab3b4.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63081c7f857d4243e7a2e4af.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62cba42f685d1d69186c6b5e.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328ca441a965e051c42fa53.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6226fcde8fd2c4357ecddd2b.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630144544f019419cd555126.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630a9e4ce3a4854c6478d05e.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63497bbb11050d3b3d8547da.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63497fa38b8c8b093415d9f2.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63621dc5cce99b58b4fe5c56.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6376114bb58f5e17ab4dfc71.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6302738aba48327bd23f57c1.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6238f678d2a56329d4f78319.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626689a2d21d145099787f99.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63011335328f1b56e9ed13d3.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6221c70607d635144a5fc6eb.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224ec54f2f0126f42d5a378.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6349613eac31fe0e48f274df.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6249d7aa6734993a1f10f031.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c3be9f2669a64660e45b5d.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626008fca65aac089518c029.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6228a89c8900d230dbda1279.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6239d3841160180a07c68e1a.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630335ef328f1b56e9fb38d9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289015b7d8c7d6a24c8f6d5.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c45b3aa3c61254ea89d8e9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6242f78ef80dcd39544fcc1d.jpg	yes			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c53425a58cba1305067c1f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63834d42ba00f040b9d6dc4d.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6302738aba48327bd23f57c1.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6238f678d2a56329d4f78319.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6296428356b7cb048e17c20a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c3639f7d59c82a1a4beb94.jpg	no			
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c58803bcb5ef76709d1684.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6306278b70ee0807ed73352d.jpg	no			
