INPUT:name_pair_1	INPUT:name_pair_2	OUTPUT:result	CONFIDENCE:result	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6329d467fa8f9d332d705f97.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c85bed6d60ec2c31ae5242.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281a6c9702e57104cf19fff.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630d8064735ccd0e8016dd2c.jpg	yes	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d9e911b9ef4e4df4eebfbc.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6367c356f9f5367ffa91c0ef.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d7d5957c1f7e25504a977b.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622d6138cc22ca6ce9e480bd.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634580eee458446c3906a335.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6363a7b4535a597b240ab5d5.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63612e161143324423dd0ddf.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6345c8642813ae41298fa6a3.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6349613eac31fe0e48f274df.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6295aa2bba0e0c481eb9ff83.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62207e7da2f3cb74fdc2a134.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63905d6ebd06542870f75f82.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626020a7f927412204b8476a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63493c0a144ad715f9af3f75.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c5b97516dd336c58051a6d.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c444c967a1af7413295f67.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62606210f8551f7b18e92089.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c466b82a82ad49dcf3be20.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62758983ef327143cc920877.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634773b396ccf337b39d784b.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62af0c98fb3a404d0a52af52.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62398b2926a49d64e5badb49.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fff22635ff2c4b9d39d19f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c95accdd249c7cc142d196.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6266938309773055be818575.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6239ad9f1a3aaa68e4139256.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622b34cfb630494342804d20.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634592c2cb58100a1685c83f.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625f640a4e109864dc00853b.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--638efbb669daad503a27bbb6.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6249522b6734993a1f0a9715.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630c4debf08fdf14c5f7653b.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6220ac3195f0832815b4a040.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62552775d017e929bcc596dd.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6304bc69f4c4254fce83e632.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62949d2577b65c5e42a5d5da.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63b52e9d2ae3121ca8831788.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62230a79ff125b16a41c8388.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63497bbb11050d3b3d8547da.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6346bca98d80b0414c83dd58.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--624dc0234b33c07a7c0068fa.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63291fac94e6954c023758c8.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6294ad5f4346fe2ab4056c40.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--637f70283166c15d017cc690.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63bfdb4c4f83ed6535ed385d.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6384111cc6378a7992af66b3.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636532af386f5d119c284624.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c1ef8472c9825400740372.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62dc28dbaf12794a62b50537.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6294e4c8e14f7b062a07f280.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267ba5f3c92a93777b1404a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c67c593153aa34ba975e8b.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63057a3a9acfab283cdf719c.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6225850671e8801bf5b270f7.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622dcb4112504a7807d6ee03.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e52b52d028736fd1e54b7f.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e2a0e4ed91866610d5d51e.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622b475d839fdc6ec4508bc6.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630448faf525f0697911dec5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622affc63c3d413ca07ca44c.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--628186882c546f22a366d3ab.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fdf8683bd6c035171d35f8.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63b62c04f6d830734bba20f0.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625616324646e82513303e56.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6307bfe1c459f02a1afa4fba.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224d7e28900d230dbbece51.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6288cb67f7ca7b02b66870c4.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--624deda74b33c07a7c03b33e.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--628916323617fb295eb48282.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6280dbc4da16f764ac4f9072.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622d0b7ad52b5e036884bdd2.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630934347ab9ec419cc576b1.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6280cae3992f5c1f8ecd1c2a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622498c4b50edb0927c0871e.jpg	yes	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627542b5c278b8096f18a2f0.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a36b051eb62a2c08a2ccb0.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c4fa83111e593e0530ba38.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63a3ce266fbf430762ad9da7.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6222c74f5af44b5d7e0d095b.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63676c3d73211635f5ec8952.jpg	yes	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--638f0298e9db961e2ec9ff97.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626646e31da83e718652bc53.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6226346f627eb142e9c71391.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--637661c1ee7d356a08674c40.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--638e01c2d0cc3f116cfb6ff8.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--624dd3d25090f746dcf10d55.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ff43080754323c5bb3a69c.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6367f5bfa09d7b3987336b1f.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ded0f2f227984a1c4be426.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62552c01e5cc327357fdbc3f.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c1ef8472c9825400740372.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636531c2351d406056b15ced.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636248532645a1045bf7d896.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622234eb1315ef143ec3f69c.jpg	yes	94.56%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6294e8f6c5079d57c563c812.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--632910c88ae53550175feab3.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622a76614a82ca09cd293956.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622b072a469e045138ac86ff.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c7d67a4dcbdd329a6526af.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c64f744dcbdd329a5385dc.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289f6e622e9644948d265f9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e67dd43c674056c75a8d33.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63299ee36aa0406085a77fb7.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328c0d832e1e97a4ce4c925.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622caa655c53bf274395ac62.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62271df9c72a824e5b9f2352.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ff4d52d7538c46f1cb37ba.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62208603326f565941d7421d.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6280a3a0f896492e07b49774.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62396d20bfa6d821197eff77.jpg	no	100.00%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630a3225a217e87efeb64f03.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6220e30a2bfc6423ecaf4367.jpg	yes	99.41%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6242fb8976466a25039e759b.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c54eb55406f106263335db.jpg	no	99.99%	
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6276184b3bc3015c5ae00f3a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d6768329fcb07d8bb5733f.jpg	no	100.00%	
